State,Year,Month,Value,1-Month % Change
Idaho,2016,05,3.8,-2.6
Idaho,2016,06,3.8,0.0
Idaho,2016,07,3.8,0.0
Idaho,2016,08,3.8,0.0
Idaho,2016,09,3.7,-2.6
Idaho,2016,10,3.7,0.0
Idaho,2016,11,3.6,-2.7
Idaho,2016,12,3.5,-2.8
Idaho,2017,01,3.5,0.0
Idaho,2017,02,3.4,-2.9
Idaho,2017,03,3.3,-2.9
Idaho,2017,04,3.3,0.0
Idaho,2017,05,3.2,-3.0
Idaho,2017,06,3.2,0.0
Idaho,2017,07,3.2,0.0
Idaho,2017,08,3.1,-3.1
Idaho,2017,09,3.1,0.0
Idaho,2017,10,3.1,0.0
Idaho,2017,11,3.1,0.0
Idaho,2017,12,3.0,-3.2
Idaho,2018,01,3.0,0.0
Idaho,2018,02,3.0,0.0
Idaho,2018,03,3.0,0.0
Idaho,2018,04,2.9,-3.3
Idaho,2018,05,2.9,0.0
Idaho,2018,06,2.9,0.0
Idaho,2018,07,2.9,0.0
Idaho,2018,08,2.8,-3.4
Idaho,2018,09,2.8,0.0
Idaho,2018,10,2.9,3.6
Idaho,2018,11,2.9,0.0
Idaho,2018,12,2.9,0.0
Idaho,2019,01,2.9,0.0
Idaho,2019,02,2.9,0.0
Idaho,2019,03,2.9,0.0
Idaho,2019,04,2.9,0.0
Idaho,2019,05,2.9,0.0
Idaho,2019,06,2.9,0.0
Idaho,2019,07,2.9,0.0
Idaho,2019,08,2.9,0.0
Idaho,2019,09,2.9,0.0
Idaho,2019,10,2.9,0.0
Idaho,2019,11,2.9,0.0
Idaho,2019,12,2.9,0.0
Idaho,2020,01,2.8,-3.4
Idaho,2020,02,2.7,-3.6
Idaho,2020,03,2.6,-3.7
Illinois,2000,01,4.2,-2.3
Illinois,2000,02,4.2,0.0
Illinois,2000,03,4.3,2.4
Illinois,2000,04,4.3,0.0
Illinois,2000,05,4.3,0.0
Illinois,2000,06,4.3,0.0
Illinois,2000,07,4.3,0.0
Illinois,2000,08,4.3,0.0
Illinois,2000,09,4.3,0.0
Illinois,2000,10,4.4,2.3
Illinois,2000,11,4.5,2.3
Illinois,2000,12,4.6,2.2
Illinois,2001,01,4.8,4.3
Illinois,2001,02,4.9,2.1
Illinois,2001,03,5.0,2.0
Illinois,2001,04,5.1,2.0
Illinois,2001,05,5.1,0.0
Illinois,2001,06,5.1,0.0
Illinois,2001,07,5.2,2.0
Illinois,2001,08,5.3,1.9
Illinois,2001,09,5.5,3.8
Illinois,2001,10,5.7,3.6
Illinois,2001,11,6.0,5.3
Illinois,2001,12,6.2,3.3
Illinois,2002,01,6.3,1.6
Illinois,2002,02,6.4,1.6
Illinois,2002,03,6.5,1.6
Illinois,2002,04,6.6,1.5
Illinois,2002,05,6.6,0.0
Illinois,2002,06,6.6,0.0
Illinois,2002,07,6.6,0.0
Illinois,2002,08,6.6,0.0
Illinois,2002,09,6.5,-1.5
Illinois,2002,10,6.5,0.0
Illinois,2002,11,6.6,1.5
Illinois,2002,12,6.6,0.0
Illinois,2003,01,6.6,0.0
Illinois,2003,02,6.6,0.0
Illinois,2003,03,6.7,1.5
Illinois,2003,04,6.7,0.0
Illinois,2003,05,6.8,1.5
Illinois,2003,06,6.9,1.5
Illinois,2003,07,7.0,1.4
Illinois,2003,08,7.0,0.0
Illinois,2003,09,6.9,-1.4
Illinois,2003,10,6.8,-1.4
Illinois,2003,11,6.6,-2.9
Illinois,2003,12,6.5,-1.5
Illinois,2004,01,6.4,-1.5
Illinois,2004,02,6.4,0.0
Illinois,2004,03,6.3,-1.6
Illinois,2004,04,6.3,0.0
Illinois,2004,05,6.2,-1.6
Illinois,2004,06,6.2,0.0
Illinois,2004,07,6.1,-1.6
Illinois,2004,08,6.1,0.0
Illinois,2004,09,6.1,0.0
Illinois,2004,10,6.1,0.0
Illinois,2004,11,6.1,0.0
Illinois,2004,12,6.0,-1.6
Illinois,2005,01,6.0,0.0
Illinois,2005,02,6.0,0.0
Illinois,2005,03,5.9,-1.7
Illinois,2005,04,5.8,-1.7
Illinois,2005,05,5.8,0.0
Illinois,2005,06,5.7,-1.7
Illinois,2005,07,5.6,-1.8
Illinois,2005,08,5.6,0.0
Illinois,2005,09,5.6,0.0
Illinois,2005,10,5.5,-1.8
Illinois,2005,11,5.4,-1.8
Illinois,2005,12,5.3,-1.9
Illinois,2006,01,5.1,-3.8
Illinois,2006,02,4.9,-3.9
Illinois,2006,03,4.8,-2.0
Illinois,2006,04,4.6,-4.2
Illinois,2006,05,4.6,0.0
Illinois,2006,06,4.5,-2.2
Illinois,2006,07,4.4,-2.2
Illinois,2006,08,4.4,0.0
Illinois,2006,09,4.3,-2.3
Illinois,2006,10,4.4,2.3
Illinois,2006,11,4.4,0.0
Illinois,2006,12,4.4,0.0
Illinois,2007,01,4.5,2.3
Illinois,2007,02,4.6,2.2
Illinois,2007,03,4.6,0.0
Illinois,2007,04,4.7,2.2
Illinois,2007,05,4.8,2.1
Illinois,2007,06,4.9,2.1
Illinois,2007,07,5.0,2.0
Illinois,2007,08,5.1,2.0
Illinois,2007,09,5.2,2.0
Illinois,2007,10,5.3,1.9
Illinois,2007,11,5.4,1.9
Illinois,2007,12,5.4,0.0
Illinois,2008,01,5.4,0.0
Illinois,2008,02,5.5,1.9
Illinois,2008,03,5.6,1.8
Illinois,2008,04,5.7,1.8
Illinois,2008,05,5.9,3.5
Illinois,2008,06,6.1,3.4
Illinois,2008,07,6.3,3.3
Illinois,2008,08,6.5,3.2
Illinois,2008,09,6.7,3.1
Illinois,2008,10,6.9,3.0
Illinois,2008,11,7.3,5.8
Illinois,2008,12,7.8,6.8
Illinois,2009,01,8.3,6.4
Illinois,2009,02,8.9,7.2
Illinois,2009,03,9.4,5.6
Illinois,2009,04,9.8,4.3
Illinois,2009,05,10.2,4.1
Illinois,2009,06,10.4,2.0
Illinois,2009,07,10.5,1.0
Illinois,2009,08,10.7,1.9
Illinois,2009,09,10.8,0.9
Illinois,2009,10,11.0,1.9
Illinois,2009,11,11.1,0.9
Illinois,2009,12,11.3,1.8
Illinois,2010,01,11.3,0.0
Illinois,2010,02,11.3,0.0
Illinois,2010,03,11.1,-1.8
Illinois,2010,04,10.8,-2.7
Illinois,2010,05,10.6,-1.9
Illinois,2010,06,10.3,-2.8
Illinois,2010,07,10.1,-1.9
Illinois,2010,08,10.0,-1.0
Illinois,2010,09,9.9,-1.0
Illinois,2010,10,9.8,-1.0
Illinois,2010,11,9.7,-1.0
Illinois,2010,12,9.5,-2.1
Illinois,2011,01,9.4,-1.1
Illinois,2011,02,9.4,0.0
Illinois,2011,03,9.4,0.0
Illinois,2011,04,9.5,1.1
Illinois,2011,05,9.7,2.1
Illinois,2011,06,9.9,2.1
Illinois,2011,07,10.0,1.0
Illinois,2011,08,10.1,1.0
Illinois,2011,09,10.0,-1.0
Illinois,2011,10,9.9,-1.0
Illinois,2011,11,9.6,-3.0
Illinois,2011,12,9.4,-2.1
Illinois,2012,01,9.1,-3.2
Illinois,2012,02,9.0,-1.1
Illinois,2012,03,8.9,-1.1
Illinois,2012,04,8.9,0.0
Illinois,2012,05,9.0,1.1
Illinois,2012,06,9.0,0.0
Illinois,2012,07,9.0,0.0
Illinois,2012,08,9.0,0.0
Illinois,2012,09,8.9,-1.1
Illinois,2012,10,9.0,1.1
Illinois,2012,11,9.0,0.0
Illinois,2012,12,9.1,1.1
Illinois,2013,01,9.2,1.1
Illinois,2013,02,9.3,1.1
Illinois,2013,03,9.3,0.0
Illinois,2013,04,9.2,-1.1
Illinois,2013,05,9.2,0.0
Illinois,2013,06,9.1,-1.1
Illinois,2013,07,9.1,0.0
Illinois,2013,08,9.1,0.0
Illinois,2013,09,9.0,-1.1
Illinois,2013,10,8.8,-2.2
Illinois,2013,11,8.7,-1.1
Illinois,2013,12,8.5,-2.3
Illinois,2014,01,8.3,-2.4
Illinois,2014,02,8.1,-2.4
Illinois,2014,03,7.8,-3.7
Illinois,2014,04,7.6,-2.6
Illinois,2014,05,7.3,-3.9
Illinois,2014,06,7.1,-2.7
Illinois,2014,07,6.9,-2.8
Illinois,2014,08,6.7,-2.9
Illinois,2014,09,6.6,-1.5
Illinois,2014,10,6.4,-3.0
Illinois,2014,11,6.3,-1.6
Illinois,2014,12,6.1,-3.2
Illinois,2015,01,6.0,-1.6
Illinois,2015,02,6.0,0.0
Illinois,2015,03,6.0,0.0
Illinois,2015,04,6.0,0.0
Illinois,2015,05,6.0,0.0
Illinois,2015,06,5.9,-1.7
Illinois,2015,07,5.9,0.0
Illinois,2015,08,5.9,0.0
Illinois,2015,09,5.9,0.0
Illinois,2015,10,5.9,0.0
Illinois,2015,11,6.0,1.7
Illinois,2015,12,6.0,0.0
Illinois,2016,01,6.1,1.7
Illinois,2016,02,6.1,0.0
Illinois,2016,03,6.1,0.0
Illinois,2016,04,6.0,-1.6
Illinois,2016,05,5.9,-1.7
Illinois,2016,06,5.9,0.0
Illinois,2016,07,5.8,-1.7
Illinois,2016,08,5.7,-1.7
Illinois,2016,09,5.7,0.0
Illinois,2016,10,5.6,-1.8
Illinois,2016,11,5.5,-1.8
Illinois,2016,12,5.4,-1.8
Illinois,2017,01,5.3,-1.9
Illinois,2017,02,5.1,-3.8
Illinois,2017,03,5.0,-2.0
Illinois,2017,04,5.0,0.0
Illinois,2017,05,4.9,-2.0
Illinois,2017,06,4.9,0.0
Illinois,2017,07,5.0,2.0
Illinois,2017,08,4.9,-2.0
Illinois,2017,09,4.9,0.0
Illinois,2017,10,4.8,-2.0
Illinois,2017,11,4.7,-2.1
Illinois,2017,12,4.6,-2.1
Illinois,2018,01,4.5,-2.2
Illinois,2018,02,4.4,-2.2
Illinois,2018,03,4.4,0.0
Illinois,2018,04,4.3,-2.3
Illinois,2018,05,4.3,0.0
Illinois,2018,06,4.3,0.0
Illinois,2018,07,4.3,0.0
Illinois,2018,08,4.3,0.0
Illinois,2018,09,4.2,-2.3
Illinois,2018,10,4.3,2.4
Illinois,2018,11,4.3,0.0
Illinois,2018,12,4.4,2.3
Illinois,2019,01,4.4,0.0
Illinois,2019,02,4.3,-2.3
Illinois,2019,03,4.3,0.0
Illinois,2019,04,4.2,-2.3
Illinois,2019,05,4.1,-2.4
Illinois,2019,06,4.0,-2.4
Illinois,2019,07,3.9,-2.5
Illinois,2019,08,3.8,-2.6
Illinois,2019,09,3.7,-2.6
Illinois,2019,10,3.7,0.0
Illinois,2019,11,3.7,0.0
Illinois,2019,12,3.7,0.0
Illinois,2020,01,3.5,-5.4
Illinois,2020,02,3.4,-2.9
Illinois,2020,03,4.6,35.3
Indiana,2000,01,3.2,0.0
Indiana,2000,02,3.3,3.1
Indiana,2000,03,3.3,0.0
Indiana,2000,04,3.3,0.0
Indiana,2000,05,3.3,0.0
Indiana,2000,06,3.3,0.0
Indiana,2000,07,3.1,-6.1
Indiana,2000,08,3.0,-3.2
Indiana,2000,09,2.9,-3.3
Indiana,2000,10,2.9,0.0
Indiana,2000,11,3.0,3.4
Indiana,2000,12,3.1,3.3
Indiana,2001,01,3.3,6.5
Indiana,2001,02,3.5,6.1
Indiana,2001,03,3.7,5.7
Indiana,2001,04,3.8,2.7
Indiana,2001,05,3.9,2.6
Indiana,2001,06,4.0,2.6
Indiana,2001,07,4.2,5.0
Indiana,2001,08,4.4,4.8
Indiana,2001,09,4.7,6.8
Indiana,2001,10,4.9,4.3
Indiana,2001,11,5.1,4.1
Indiana,2001,12,5.3,3.9
Indiana,2002,01,5.4,1.9
Indiana,2002,02,5.4,0.0
Indiana,2002,03,5.4,0.0
Indiana,2002,04,5.4,0.0
Indiana,2002,05,5.3,-1.9
Indiana,2002,06,5.2,-1.9
Indiana,2002,07,5.1,-1.9
Indiana,2002,08,5.1,0.0
Indiana,2002,09,5.0,-2.0
Indiana,2002,10,5.0,0.0
Indiana,2002,11,5.0,0.0
Indiana,2002,12,5.0,0.0
Indiana,2003,01,5.0,0.0
Indiana,2003,02,5.0,0.0
Indiana,2003,03,5.1,2.0
Indiana,2003,04,5.2,2.0
Indiana,2003,05,5.4,3.8
Indiana,2003,06,5.5,1.9
Indiana,2003,07,5.5,0.0
Indiana,2003,08,5.5,0.0
Indiana,2003,09,5.5,0.0
Indiana,2003,10,5.4,-1.8
Indiana,2003,11,5.3,-1.9
Indiana,2003,12,5.2,-1.9
Indiana,2004,01,5.2,0.0
Indiana,2004,02,5.2,0.0
Indiana,2004,03,5.3,1.9
Indiana,2004,04,5.3,0.0
Indiana,2004,05,5.3,0.0
Indiana,2004,06,5.3,0.0
Indiana,2004,07,5.3,0.0
Indiana,2004,08,5.3,0.0
Indiana,2004,09,5.4,1.9
Indiana,2004,10,5.5,1.9
Indiana,2004,11,5.6,1.8
Indiana,2004,12,5.6,0.0
Indiana,2005,01,5.7,1.8
Indiana,2005,02,5.7,0.0
Indiana,2005,03,5.6,-1.8
Indiana,2005,04,5.5,-1.8
Indiana,2005,05,5.4,-1.8
Indiana,2005,06,5.3,-1.9
Indiana,2005,07,5.4,1.9
Indiana,2005,08,5.4,0.0
Indiana,2005,09,5.5,1.9
Indiana,2005,10,5.4,-1.8
Indiana,2005,11,5.4,0.0
Indiana,2005,12,5.3,-1.9
Indiana,2006,01,5.2,-1.9
Indiana,2006,02,5.1,-1.9
Indiana,2006,03,5.1,0.0
Indiana,2006,04,5.1,0.0
Indiana,2006,05,5.2,2.0
Indiana,2006,06,5.2,0.0
Indiana,2006,07,5.2,0.0
Indiana,2006,08,5.1,-1.9
Indiana,2006,09,5.1,0.0
Indiana,2006,10,5.0,-2.0
Indiana,2006,11,4.9,-2.0
Indiana,2006,12,4.8,-2.0
Indiana,2007,01,4.7,-2.1
Indiana,2007,02,4.6,-2.1
Indiana,2007,03,4.5,-2.2
Indiana,2007,04,4.5,0.0
Indiana,2007,05,4.4,-2.2
Indiana,2007,06,4.4,0.0
Indiana,2007,07,4.5,2.3
Indiana,2007,08,4.5,0.0
Indiana,2007,09,4.6,2.2
Indiana,2007,10,4.6,0.0
Indiana,2007,11,4.7,2.2
Indiana,2007,12,4.7,0.0
Indiana,2008,01,4.7,0.0
Indiana,2008,02,4.7,0.0
Indiana,2008,03,4.8,2.1
Indiana,2008,04,5.0,4.2
Indiana,2008,05,5.3,6.0
Indiana,2008,06,5.5,3.8
Indiana,2008,07,5.8,5.5
Indiana,2008,08,6.1,5.2
Indiana,2008,09,6.5,6.6
Indiana,2008,10,6.9,6.2
Indiana,2008,11,7.5,8.7
Indiana,2008,12,8.2,9.3
Indiana,2009,01,8.9,8.5
Indiana,2009,02,9.5,6.7
Indiana,2009,03,10.0,5.3
Indiana,2009,04,10.3,3.0
Indiana,2009,05,10.5,1.9
Indiana,2009,06,10.6,1.0
Indiana,2009,07,10.6,0.0
Indiana,2009,08,10.5,-0.9
Indiana,2009,09,10.5,0.0
Indiana,2009,10,10.6,1.0
Indiana,2009,11,10.7,0.9
Indiana,2009,12,10.8,0.9
Indiana,2010,01,11.0,1.9
Indiana,2010,02,11.0,0.0
Indiana,2010,03,10.9,-0.9
Indiana,2010,04,10.8,-0.9
Indiana,2010,05,10.6,-1.9
Indiana,2010,06,10.4,-1.9
Indiana,2010,07,10.3,-1.0
Indiana,2010,08,10.1,-1.9
Indiana,2010,09,10.0,-1.0
Indiana,2010,10,9.9,-1.0
Indiana,2010,11,9.7,-2.0
Indiana,2010,12,9.4,-3.1
Indiana,2011,01,9.2,-2.1
Indiana,2011,02,9.0,-2.2
Indiana,2011,03,8.9,-1.1
Indiana,2011,04,8.9,0.0
Indiana,2011,05,9.0,1.1
Indiana,2011,06,9.2,2.2
Indiana,2011,07,9.3,1.1
Indiana,2011,08,9.4,1.1
Indiana,2011,09,9.4,0.0
Indiana,2011,10,9.2,-2.1
Indiana,2011,11,9.0,-2.2
Indiana,2011,12,8.8,-2.2
Indiana,2012,01,8.6,-2.3
Indiana,2012,02,8.4,-2.3
Indiana,2012,03,8.3,-1.2
Indiana,2012,04,8.3,0.0
Indiana,2012,05,8.3,0.0
Indiana,2012,06,8.3,0.0
Indiana,2012,07,8.3,0.0
Indiana,2012,08,8.3,0.0
Indiana,2012,09,8.3,0.0
Indiana,2012,10,8.3,0.0
Indiana,2012,11,8.4,1.2
Indiana,2012,12,8.4,0.0
Indiana,2013,01,8.5,1.2
Indiana,2013,02,8.4,-1.2
Indiana,2013,03,8.3,-1.2
Indiana,2013,04,8.1,-2.4
Indiana,2013,05,8.0,-1.2
Indiana,2013,06,7.8,-2.5
Indiana,2013,07,7.6,-2.6
Indiana,2013,08,7.5,-1.3
Indiana,2013,09,7.2,-4.0
Indiana,2013,10,7.0,-2.8
Indiana,2013,11,6.7,-4.3
Indiana,2013,12,6.5,-3.0
Indiana,2014,01,6.4,-1.5
Indiana,2014,02,6.3,-1.6
Indiana,2014,03,6.2,-1.6
Indiana,2014,04,6.2,0.0
Indiana,2014,05,6.1,-1.6
Indiana,2014,06,6.0,-1.6
Indiana,2014,07,5.9,-1.7
Indiana,2014,08,5.8,-1.7
Indiana,2014,09,5.8,0.0
Indiana,2014,10,5.7,-1.7
Indiana,2014,11,5.6,-1.8
Indiana,2014,12,5.5,-1.8
Indiana,2015,01,5.4,-1.8
Indiana,2015,02,5.3,-1.9
Indiana,2015,03,5.1,-3.8
Indiana,2015,04,5.0,-2.0
Indiana,2015,05,4.9,-2.0
Indiana,2015,06,4.8,-2.0
Indiana,2015,07,4.7,-2.1
Indiana,2015,08,4.6,-2.1
Indiana,2015,09,4.5,-2.2
Indiana,2015,10,4.5,0.0
Indiana,2015,11,4.6,2.2
Indiana,2015,12,4.6,0.0
Indiana,2016,01,4.7,2.2
Indiana,2016,02,4.7,0.0
Indiana,2016,03,4.7,0.0
Indiana,2016,04,4.7,0.0
Indiana,2016,05,4.6,-2.1
Indiana,2016,06,4.5,-2.2
Indiana,2016,07,4.4,-2.2
Indiana,2016,08,4.3,-2.3
Indiana,2016,09,4.3,0.0
Indiana,2016,10,4.2,-2.3
Indiana,2016,11,4.1,-2.4
Indiana,2016,12,4.0,-2.4
Indiana,2017,01,3.9,-2.5
Indiana,2017,02,3.7,-5.1
Indiana,2017,03,3.6,-2.7
Indiana,2017,04,3.5,-2.8
Indiana,2017,05,3.5,0.0
Indiana,2017,06,3.5,0.0
Indiana,2017,07,3.6,2.9
Indiana,2017,08,3.6,0.0
Indiana,2017,09,3.6,0.0
Indiana,2017,10,3.5,-2.8
Indiana,2017,11,3.4,-2.9
Indiana,2017,12,3.3,-2.9
Indiana,2018,01,3.3,0.0
Indiana,2018,02,3.3,0.0
Indiana,2018,03,3.4,3.0
Indiana,2018,04,3.5,2.9
Indiana,2018,05,3.5,0.0
Indiana,2018,06,3.5,0.0
Indiana,2018,07,3.5,0.0
Indiana,2018,08,3.5,0.0
Indiana,2018,09,3.5,0.0
Indiana,2018,10,3.5,0.0
Indiana,2018,11,3.6,2.9
Indiana,2018,12,3.6,0.0
Indiana,2019,01,3.6,0.0
Indiana,2019,02,3.5,-2.8
Indiana,2019,03,3.5,0.0
Indiana,2019,04,3.4,-2.9
Indiana,2019,05,3.3,-2.9
Indiana,2019,06,3.3,0.0
Indiana,2019,07,3.2,-3.0
Indiana,2019,08,3.2,0.0
Indiana,2019,09,3.2,0.0
Indiana,2019,10,3.2,0.0
Indiana,2019,11,3.2,0.0
Indiana,2019,12,3.2,0.0
Indiana,2020,01,3.1,-3.1
Indiana,2020,02,3.1,0.0
Indiana,2020,03,3.2,3.2
Iowa,2000,01,2.4,0.0
Iowa,2000,02,2.4,0.0
Iowa,2000,03,2.4,0.0
Iowa,2000,04,2.5,4.2
Iowa,2000,05,2.5,0.0
Iowa,2000,06,2.6,4.0
Iowa,2000,07,2.6,0.0
Iowa,2000,08,2.7,3.8
Iowa,2000,09,2.7,0.0
Iowa,2000,10,2.8,3.7
Iowa,2000,11,2.9,3.6
Iowa,2000,12,3.0,3.4
Iowa,2001,01,3.0,0.0
Iowa,2001,02,3.1,3.3
Iowa,2001,03,3.2,3.2
Iowa,2001,04,3.2,0.0
Iowa,2001,05,3.2,0.0
Iowa,2001,06,3.2,0.0
Iowa,2001,07,3.3,3.1
Iowa,2001,08,3.3,0.0
Iowa,2001,09,3.4,3.0
Iowa,2001,10,3.5,2.9
Iowa,2001,11,3.7,5.7
Iowa,2001,12,3.8,2.7
Iowa,2002,01,3.9,2.6
Iowa,2002,02,3.9,0.0
Iowa,2002,03,4.0,2.6
Iowa,2002,04,4.0,0.0
Iowa,2002,05,4.0,0.0
Iowa,2002,06,4.0,0.0
Iowa,2002,07,4.0,0.0
Iowa,2002,08,4.0,0.0
Iowa,2002,09,4.0,0.0
Iowa,2002,10,4.0,0.0
Iowa,2002,11,4.1,2.5
Iowa,2002,12,4.2,2.4
Iowa,2003,01,4.2,0.0
Iowa,2003,02,4.4,4.8
Iowa,2003,03,4.5,2.3
Iowa,2003,04,4.5,0.0
Iowa,2003,05,4.6,2.2
Iowa,2003,06,4.6,0.0
Iowa,2003,07,4.6,0.0
Iowa,2003,08,4.6,0.0
Iowa,2003,09,4.5,-2.2
Iowa,2003,10,4.5,0.0
Iowa,2003,11,4.5,0.0
Iowa,2003,12,4.4,-2.2
Iowa,2004,01,4.4,0.0
Iowa,2004,02,4.4,0.0
Iowa,2004,03,4.4,0.0
Iowa,2004,04,4.4,0.0
Iowa,2004,05,4.5,2.3
Iowa,2004,06,4.5,0.0
Iowa,2004,07,4.5,0.0
Iowa,2004,08,4.6,2.2
Iowa,2004,09,4.6,0.0
Iowa,2004,10,4.6,0.0
Iowa,2004,11,4.5,-2.2
Iowa,2004,12,4.5,0.0
Iowa,2005,01,4.5,0.0
Iowa,2005,02,4.4,-2.2
Iowa,2005,03,4.4,0.0
Iowa,2005,04,4.3,-2.3
Iowa,2005,05,4.3,0.0
Iowa,2005,06,4.2,-2.3
Iowa,2005,07,4.2,0.0
Iowa,2005,08,4.2,0.0
Iowa,2005,09,4.2,0.0
Iowa,2005,10,4.2,0.0
Iowa,2005,11,4.1,-2.4
Iowa,2005,12,4.0,-2.4
Iowa,2006,01,3.9,-2.5
Iowa,2006,02,3.8,-2.6
Iowa,2006,03,3.7,-2.6
Iowa,2006,04,3.6,-2.7
Iowa,2006,05,3.6,0.0
Iowa,2006,06,3.6,0.0
Iowa,2006,07,3.7,2.8
Iowa,2006,08,3.7,0.0
Iowa,2006,09,3.7,0.0
Iowa,2006,10,3.7,0.0
Iowa,2006,11,3.7,0.0
Iowa,2006,12,3.7,0.0
Iowa,2007,01,3.7,0.0
Iowa,2007,02,3.7,0.0
Iowa,2007,03,3.7,0.0
Iowa,2007,04,3.7,0.0
Iowa,2007,05,3.7,0.0
Iowa,2007,06,3.7,0.0
Iowa,2007,07,3.7,0.0
Iowa,2007,08,3.7,0.0
Iowa,2007,09,3.7,0.0
Iowa,2007,10,3.7,0.0
Iowa,2007,11,3.7,0.0
Iowa,2007,12,3.7,0.0
Iowa,2008,01,3.7,0.0
Iowa,2008,02,3.7,0.0
Iowa,2008,03,3.7,0.0
Iowa,2008,04,3.8,2.7
Iowa,2008,05,3.9,2.6
Iowa,2008,06,4.1,5.1
Iowa,2008,07,4.2,2.4
Iowa,2008,08,4.3,2.4
Iowa,2008,09,4.4,2.3
Iowa,2008,10,4.7,6.8
Iowa,2008,11,5.0,6.4
Iowa,2008,12,5.3,6.0
Iowa,2009,01,5.7,7.5
Iowa,2009,02,6.0,5.3
Iowa,2009,03,6.3,5.0
Iowa,2009,04,6.5,3.2
Iowa,2009,05,6.6,1.5
Iowa,2009,06,6.6,0.0
Iowa,2009,07,6.6,0.0
Iowa,2009,08,6.6,0.0
Iowa,2009,09,6.5,-1.5
Iowa,2009,10,6.5,0.0
Iowa,2009,11,6.4,-1.5
Iowa,2009,12,6.4,0.0
Iowa,2010,01,6.4,0.0
Iowa,2010,02,6.3,-1.6
Iowa,2010,03,6.2,-1.6
Iowa,2010,04,6.1,-1.6
Iowa,2010,05,6.0,-1.6
Iowa,2010,06,5.9,-1.7
Iowa,2010,07,5.9,0.0
Iowa,2010,08,5.9,0.0
Iowa,2010,09,5.9,0.0
Iowa,2010,10,5.9,0.0
Iowa,2010,11,5.8,-1.7
Iowa,2010,12,5.8,0.0
Iowa,2011,01,5.7,-1.7
Iowa,2011,02,5.7,0.0
Iowa,2011,03,5.6,-1.8
Iowa,2011,04,5.6,0.0
Iowa,2011,05,5.5,-1.8
Iowa,2011,06,5.5,0.0
Iowa,2011,07,5.5,0.0
Iowa,2011,08,5.5,0.0
Iowa,2011,09,5.5,0.0
Iowa,2011,10,5.5,0.0
Iowa,2011,11,5.4,-1.8
Iowa,2011,12,5.3,-1.9
Iowa,2012,01,5.2,-1.9
Iowa,2012,02,5.1,-1.9
Iowa,2012,03,5.1,0.0
Iowa,2012,04,5.1,0.0
Iowa,2012,05,5.0,-2.0
Iowa,2012,06,5.1,2.0
Iowa,2012,07,5.0,-2.0
Iowa,2012,08,5.0,0.0
Iowa,2012,09,5.0,0.0
Iowa,2012,10,5.0,0.0
Iowa,2012,11,4.9,-2.0
Iowa,2012,12,4.9,0.0
Iowa,2013,01,4.9,0.0
Iowa,2013,02,4.9,0.0
Iowa,2013,03,4.9,0.0
Iowa,2013,04,4.9,0.0
Iowa,2013,05,4.9,0.0
Iowa,2013,06,4.8,-2.0
Iowa,2013,07,4.7,-2.1
Iowa,2013,08,4.7,0.0
Iowa,2013,09,4.6,-2.1
Iowa,2013,10,4.5,-2.2
Iowa,2013,11,4.5,0.0
Iowa,2013,12,4.5,0.0
Iowa,2014,01,4.4,-2.2
Iowa,2014,02,4.4,0.0
Iowa,2014,03,4.4,0.0
Iowa,2014,04,4.3,-2.3
Iowa,2014,05,4.3,0.0
Iowa,2014,06,4.3,0.0
Iowa,2014,07,4.2,-2.3
Iowa,2014,08,4.2,0.0
Iowa,2014,09,4.2,0.0
Iowa,2014,10,4.1,-2.4
Iowa,2014,11,4.1,0.0
Iowa,2014,12,4.0,-2.4
Iowa,2015,01,3.9,-2.5
Iowa,2015,02,3.9,0.0
Iowa,2015,03,3.8,-2.6
Iowa,2015,04,3.8,0.0
Iowa,2015,05,3.8,0.0
Iowa,2015,06,3.7,-2.6
Iowa,2015,07,3.7,0.0
Iowa,2015,08,3.7,0.0
Iowa,2015,09,3.7,0.0
Iowa,2015,10,3.7,0.0
Iowa,2015,11,3.7,0.0
Iowa,2015,12,3.7,0.0
Iowa,2016,01,3.7,0.0
Iowa,2016,02,3.6,-2.7
Iowa,2016,03,3.6,0.0
Iowa,2016,04,3.6,0.0
Iowa,2016,05,3.7,2.8
Iowa,2016,06,3.7,0.0
Iowa,2016,07,3.7,0.0
Iowa,2016,08,3.7,0.0
Iowa,2016,09,3.6,-2.7
Iowa,2016,10,3.6,0.0
Iowa,2016,11,3.5,-2.8
Iowa,2016,12,3.5,0.0
Iowa,2017,01,3.4,-2.9
Iowa,2017,02,3.3,-2.9
Iowa,2017,03,3.3,0.0
Iowa,2017,04,3.2,-3.0
Iowa,2017,05,3.2,0.0
Iowa,2017,06,3.2,0.0
Iowa,2017,07,3.1,-3.1
Iowa,2017,08,3.1,0.0
Iowa,2017,09,3.0,-3.2
Iowa,2017,10,2.9,-3.3
Iowa,2017,11,2.9,0.0
Iowa,2017,12,2.8,-3.4
Iowa,2018,01,2.8,0.0
Iowa,2018,02,2.8,0.0
Iowa,2018,03,2.7,-3.6
Iowa,2018,04,2.7,0.0
Iowa,2018,05,2.6,-3.7
Iowa,2018,06,2.6,0.0
Iowa,2018,07,2.5,-3.8
Iowa,2018,08,2.5,0.0
Iowa,2018,09,2.5,0.0
Iowa,2018,10,2.5,0.0
Iowa,2018,11,2.6,4.0
Iowa,2018,12,2.6,0.0
Iowa,2019,01,2.7,3.8
